id,title,titleJa,titleEn,image,mean,rank,num_list_users,num_scoring_users,num_episodes,start_date,end_date,media_type,status,rating,average_episode_duration,genres,studios
17004,Sore Ike! Anpanman: Franken-Robo-kun's Surprised Christmas???,それいけ!アンパンマン フランケンロボくんのビックリクリスマス,,https://cdn.myanimelist.net/images/anime/4/45572.jpg,,14623,439,103,NaN,19-12-2008,19-12-2008,tv_special,finished_airing,pg,2880,"Comedy, Fantasy, Kids, Super Power",TMS Entertainment
17006,Sore Ike! Anpanman: Sing! Dance! Everybody's Christmas???,それいけ!アンパンマン うたおう!おどろう!みんなのクリスマス,,https://cdn.myanimelist.net/images/anime/6/45574.jpg,,14652,430,91,1,22-12-2006,22-12-2006,tv_special,finished_airing,pg,2880,"Comedy, Fantasy, Kids, Super Power",TMS Entertainment
17010,Yasashii March,やさしいマーチ-The Tender March-???,The Tender March???,https://cdn.myanimelist.net/images/anime/2/45753.jpg,6.38,7882,2224,1274,1,05-05-2011,05-05-2011,movie,finished_airing,pg_13,287,Music,
17012,Koukai Benjo The Animation,公開便所 THE ANIMATION???,,https://cdn.myanimelist.net/images/anime/1931/115265.webp,NaN,,7643,2699,2,22-03-2013,28-06-2013,ova,finished_airing,rx,1614,"Drama, Hentai, Psychological, School",Office TakeOut
17020,D.C.III: Da Capo III Special!!,,,https://cdn.myanimelist.net/images/anime/4/45580.jpg,6.34,8098,NaN,2148,1,31-12-2012,31-12-2012,special,finished_airing,pg_13,1380,"Drama, Music, Romance, School",Kazami Gakuen Koushiki Douga-bu
17068,Transfer,Transfer???,,https://cdn.myanimelist.net/images/anime/8/45652.jpg,6.25,,2106,1215,1,21-09-2012,21-09-2012,music,finished_airing,pg_13,366,"Action, Music",HOTZIPANG
17074,Monogatari Series: Second Season,〈物語〉シリーズ セカンドシーズン!!,Monogatari Series: Second Season,https://cdn.myanimelist.net/images/anime/1807/121534.jpg,8.76,44,694643,369395,NaN,07-07-2013,29-12-2013,tv,finished_airing,r,1539,"Comedy, Mystery, Romance, Supernatural, Vampire",Shaft
17076,Chagama Ondo,,,https://cdn.myanimelist.net/images/anime/7/45765.webp,4.93,13408,NaN,716,1,19-03-1935,19-03-1935,movie,finished_airing,g,415,"Comedy, Supernatural",
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,蒼穹のファフナー Dead Aggressor EXODUS!!,Fafner Exodus,https://cdn.myanimelist.net/images/anime/5/68565.webp,7.37,2525,23613,8030,13,09-01-2015,03-04-2015,tv,finished_airing,pg_13,1440,"Action, Drama, Mecha, Military, Sci-Fi",I.Gzwei
17082,Aiura,あいうら,Aiura,https://cdn.myanimelist.net/images/anime/4/60699.jpg,6.64,6294,89959,40640,12,10-04-2013,26-06-2013,tv,finished_airing,g,240,"CGDCT, Iyashikei, School, Shounen, Slice of Life",LIDENFILMS
17086,Agigongryong Doolie (1988),아기공룡 둘리,Little Dino Dooly (1988),https://cdn.myanimelist.net/images/anime/8/45787.jpg,5.95,,539,153,7,05-05-1988,05-05-1988,tv,finished_airing,pg,920,Kids,
17088,Agigongryong Doolie???,아기공룡 둘리,Little Dino Dooly???,https://cdn.myanimelist.net/images/anime/8/45785.jpg,6.07,9634,671,223,NaN,07-10-1987,07-10-1987,tv,finished_airing,pg,920,"Adventure, Kids",
17090,Agigongryong Doolie (2009)!!,아기공룡 둘리!!,Little Dino Dooly (2009)!!,https://cdn.myanimelist.net/images/anime/10/45710.jpg,5.96,10184,525,137,26,08-01-2009,07-02-2009,tv,finished_airing,pg,1220,"Adventure, Kids",
17092,Dallyeola Hani,달려라 하니,,https://cdn.myanimelist.net/images/anime/4/45712.jpg,6.59,6575,1130,294,13,14-08-1988,20-11-1988,tv,finished_airing,g,1722,Sports,Daewon Media
17100,Nae Ireumeun Dokgotak,내 이름은 독고탁!!,My name is Dokgo Tak???,https://cdn.myanimelist.net/images/anime/1367/140216.jpg,,,390,93,1,15-07-1984,15-07-1984,movie,finished_airing,g,4321,"Sports, Team Sports",
17102,Rolling Seutajeu,롤링 스타즈???,Rolling Stars,https://cdn.myanimelist.net/images/anime/2/45851.webp,,19079,377,64,26,15-04-2009,21-10-2009,tv,finished_airing,pg,1560,"Kids, Sports, Team Sports",
17104,Rolling Seutajeu (Movie),롤링 스타즈,Rolling Stars (Movie)???,https://cdn.myanimelist.net/images/anime/7/45720.webp,,19080,310,58,1,24-03-2011,24-03-2011,movie,finished_airing,pg,4980,"Kids, Sports, Team Sports",
17106,Wala! Pyeon-uijeom The Animation,와라! 편의점 the animation,Welcome to Wara Store!???,https://cdn.myanimelist.net/images/anime/7/45722.jpg,,15321,463,111,24,23-10-2009,02-04-2010,tv,finished_airing,g,1440,Slice of Life,
17113,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!!!,映画クレヨンしんちゃん バカうまっ! B級グルメサバイバル!!,,https://cdn.myanimelist.net/images/anime/6/45745.jpg,7.22,3281,6292,3728,NaN,20-04-2013,20-04-2013,movie,finished_airing,g,5760,"Adventure, Comedy, Gourmet, Seinen",Shin-Ei Animation
17115,Pokemon Best Wishes! Season 2: Episode N!!,ポケットモンスター ベストウイッシュ シーズン2 エピソードN,Pokémon: Black & White: Adventures in Unova???,https://cdn.myanimelist.net/images/anime/1922/140256.jpg,6.69,6035,52331,28498,14,17-01-2013,18-04-2013,tv,finished_airing,pg,1320,"Action, Adventure, Comedy, Fantasy, Kids",OLM
17117,Aoi Kioku: Manmou Kaitaku to Shounen-tachi,蒼い記憶 満蒙開拓と少年たち,,https://cdn.myanimelist.net/images/anime/1282/146072.jpg,6.18,8981,719,134,1,18-12-1993,18-12-1993,movie,finished_airing,pg_13,5400,"Drama, Historical, Military",Magic Bus
17121,Dareka no Manazashi,だれかのまなざし???,Someone's Gaze,https://cdn.myanimelist.net/images/anime/1268/123600.webp,7.31,2809,73362,38567,1,10-02-2013,10-02-2013,movie,finished_airing,g,405,Slice of Life,CoMix Wave Films
17127,Chokkyuu Hyoudai Robot Anime: Straight Title,直球表題 ロボットアニメ-STRAIGHT TITLE-!!,Straight Title Robot Anime,https://cdn.myanimelist.net/images/anime/3/46763.jpg,5.69,,2924,982,12,06-02-2013,24-04-2013,tv,finished_airing,pg_13,900,"Comedy, Mecha",Yaoyorozu
17131,Dennou Sentai Voogie's★Angel: Forever and Ever,電脳戦隊ヴギィ'ズ★エンジェル FOREVER AND EVER,,https://cdn.myanimelist.net/images/anime/1036/96489.jpg,5.78,11118,817,167,1,25-01-1999,25-01-1999,ova,finished_airing,pg_13,4324,"Action, Comedy, Drama, Mecha, Sci-Fi",J.C.Staff
17137,Saiyuuki Gaiden: Kouga no Shou???,最遊記外伝　特別編　香花の章,,https://cdn.myanimelist.net/images/anime/10/45795.webp,7.22,NaN,3641,1008,1,26-04-2013,26-04-2013,ova,finished_airing,pg_13,1800,"Adventure, Drama, Fantasy, Mythology, Shoujo",Anpro
17141,Kara The Animation,KARA THE ANIMATION,,https://cdn.myanimelist.net/images/anime/11/75134.jpg,5.23,12951,NaN,212,5,01-03-2013,01-03-2013,tv,finished_airing,pg_13,1465,Action,
17147,Gakkatsu! 2nd Season,ガッ活！ 第2シーズン,,https://cdn.myanimelist.net/images/anime/13/46063.jpg,6.22,8812,2087,NaN,25,16-01-2013,25-09-2013,tv,finished_airing,g,300,"Comedy, School",Fanworks
17151,Mogu Mogu???,モグモグ,,https://cdn.myanimelist.net/images/anime/3/71910.jpg,4.71,,569,327,1,06-08-2009,06-08-2009,music,finished_airing,g,260,Music,W+K Tokyo
17157,Nozoki Ana???,ノ・ゾ・キ・ア・ナ,,https://cdn.myanimelist.net/images/anime/1393/116601.webp,6.44,,56726,29066,1,28-02-2013,28-02-2013,ova,finished_airing,r+,3359,"Comedy, Drama, Erotica, Seinen",Studio Fantasia
17161,Peeping Life: The Perfect Emotion Special???,Peeping Life（ピーピング・ライフ）-The Perfect Emotion-,,https://cdn.myanimelist.net/images/anime/2/45821.webp,5.17,13076,712,241,1,16-04-2010,16-04-2010,special,finished_airing,g,300,"Comedy, Slice of Life",
17163,Peeping Life: The Perfect Evolution Specials,Peeping Life（ピーピング・ライフ） -The Perfect Evolution-,,https://cdn.myanimelist.net/images/anime/9/45823.webp,5.41,12485,673,209,3,27-01-2011,27-01-2011,special,finished_airing,g,199,"Comedy, Slice of Life",
17165,SF Saiyuuki Starzinger (Movie),ＳＦ西遊記 スタージンガー,,https://cdn.myanimelist.net/images/anime/2/45833.jpg,5.49,12256,920,282,1,17-03-1979,17-03-1979,movie,finished_airing,g,1320,"Action, Adventure, Mecha, Sci-Fi",Toei Animation
17167,Akai Koudan Zillion Recaps,赤い光弾ジリオン 特典映像???,Zillion Specials,https://cdn.myanimelist.net/images/anime/9/45843.jpg,5.92,10425,901,194,3,21-07-1987,21-08-1988,special,finished_airing,pg_13,2520,"Action, Adventure, Sci-Fi",Tatsunoko Production
17187,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain!!,攻殻機動隊ARISE -GHOST IN THE SHELL- border:1 Ghost Pain,Ghost in the Shell: Arise - Border 1: Ghost Pain,https://cdn.myanimelist.net/images/anime/8/46673.jpg,7.42,2294,66036,30807,1,22-06-2013,22-06-2013,movie,finished_airing,r,3502,"Action, Adult Cast, Detective, Mecha, Psychological, Sci-Fi",Production I.G
17201,Toki no Daichi: Hana no Oukoku no Majo???,,,https://cdn.myanimelist.net/images/anime/1780/97622.webp,5.79,11080,810,298,3,22-12-1998,25-03-1999,ova,finished_airing,pg_13,1682,"Adventure, Fantasy",Magic Bus
17205,Cowboy Bebop: Ein no Natsuyasumi,アインのなつやすみ!!,Cowboy Bebop: Ein's Summer Vacation!!,https://cdn.myanimelist.net/images/anime/1565/127387.webp,6.34,8095,31280,12979,1,21-12-2012,21-12-2012,special,finished_airing,g,61,Comedy,Sunrise
17209,Suzy's Zoo: Daisuki! Witzy - Happy Birthday,Suzy's Zoo だいすき！ウィッツィー ハッピーバースデー!!,,https://cdn.myanimelist.net/images/anime/8/45961.webp,5.68,11540,458,189,1,02-12-2011,02-12-2011,special,finished_airing,g,120,Kids,Digital Media Lab
abc,Shouwa Ahozoushi Akanuke Ichiban!???,昭和アホ草紙あかぬけ一番！,,https://cdn.myanimelist.net/images/anime/4/45967.jpg,6.37,7914,1945,582,22,07-10-1985,24-03-1986,tv,finished_airing,pg_13,1500,"Comedy, Shoujo",Tatsunoko Production
17213,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,それいけ！アンパンマン だだんだんとふたごの星!!,,https://cdn.myanimelist.net/images/anime/8/45969.webp,,14619,660,165,NaN,04-07-2009,04-07-2009,movie,finished_airing,pg,3000,"Comedy, Kids",TMS Entertainment
17215,Sore Ike! Anpanman: Happy no Daibouken???,それいけ! アンパンマン ハピーの大冒険!!,Anpanman: The Adventure of Happie,https://cdn.myanimelist.net/images/anime/3/45971.webp,6.05,9748,526,144,1,16-07-2005,16-07-2005,movie,finished_airing,pg,3060,"Comedy, Kids",TMS Entertainment
17217,Kankara Sanshin???,かんからさんしん!!,,https://cdn.myanimelist.net/images/anime/2/45973.jpg,,16952,534,62,NaN,04-08-1989,04-08-1989,movie,finished_airing,pg,4680,"Drama, Historical",Group TAC
17219,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,それいけ！アンパンマン ロールとローラ うきぐも城のひみつ,,https://cdn.myanimelist.net/images/anime/11/45975.jpg,6.33,8139,729,216,1,13-07-2002,13-07-2002,movie,finished_airing,pg,3000,"Comedy, Fantasy, Kids",TMS Entertainment
17221,Shin Kabukichou Story Hana no Asukagumi!!!,新歌舞伎町ストーリー 花のあすか組!,,https://cdn.myanimelist.net/images/anime/1068/132139.webp,5.51,12161,1777,496,1,10-06-1987,10-06-1987,ova,finished_airing,pg_13,2880,"Adventure, Delinquents, Drama, Shoujo",Toei Animation
17223,Hana no Asukagumi! 2: Lonely Cats Battle Royale,花のあすか組! 2 ロンリーキャッツ・バトルロイヤル,,https://cdn.myanimelist.net/images/anime/2/45979.jpg,5.48,12273,1290,469,1,23-03-1990,23-03-1990,ova,finished_airing,pg_13,3183,"Adventure, Delinquents, Drama, Shoujo",Toei Animation
17233,Jib,집,The House???,https://cdn.myanimelist.net/images/anime/1042/112844.jpg,6.37,NaN,757,208,1,17-03-2011,17-03-2011,movie,finished_airing,g,4750,"Drama, Fantasy, Kids",
17237,Peeping Life: World History,Peeping Life -World History-,,https://cdn.myanimelist.net/images/anime/8/46043.webp,5.78,11108,960,282,40,20-12-2012,12-12-2013,ona,finished_airing,g,300,"Comedy, Historical, Slice of Life",
17245,Christmas???,クリスマス,,https://cdn.myanimelist.net/images/anime/3/46039.webp,5.46,,NaN,585,NaN,16-11-2010,16-11-2010,music,finished_airing,g,384,"Music, Supernatural",Transistor Studio
17247,Machine-Doll wa Kizutsukanai???,機巧少女〈マシンドール〉は傷つかない!!,Unbreakable Machine-Doll!!,https://cdn.myanimelist.net/images/anime/4/56141.webp,7.03,4278,336720,160511,12,07-10-2013,23-12-2013,tv,finished_airing,r+,1420,"Action, Ecchi, Fantasy, School",Lerche
17249,Pretty Rhythm: Rainbow Live,プリティーリズム・レインボーライブ???,,https://cdn.myanimelist.net/images/anime/8/73957.webp,7.57,1703,14366,5758,51,06-04-2013,29-03-2014,tv,finished_airing,pg,1315,"Idols (Female), Music, Sports","Tatsunoko Production, Dongwoo A&E"
17251,Wanna. SpartanSex Spermax!!!,Wanna. SpartanSex Spermax!!!,,https://cdn.myanimelist.net/images/anime/7/49829.webp,6.65,NaN,9530,3513,2,22-02-2013,27-09-2013,ova,finished_airing,rx,1789,Hentai,Suzuki Mirano
17259,Kuroko no Basket: Oshaberi Shiyokka,,Kuroko's Basketball Special???,https://cdn.myanimelist.net/images/anime/11/46071.webp,7.27,3003,50641,25202,1,21-12-2012,21-12-2012,special,finished_airing,pg_13,588,"School, Shounen, Sports, Team Sports",Production I.G
17263,Hanakappa Movie: Hanasake! Pakkaan♪ Chou no Kuni no Daibouken,映画 はなかっぱ 花さけ！パッカ～ん♪蝶の国の大冒険!!,Hanakappa: Adventure in the Butterfly Kingdom!!,https://cdn.myanimelist.net/images/anime/5/46099.jpg,,21151,415,79,1,12-04-2013,12-04-2013,movie,finished_airing,pg,3000,"Comedy, Kids",
17265,Log Horizon,ログ・ホライズン,Log Horizon???,https://cdn.myanimelist.net/images/anime/5/84004.webp,7.9,822,1152744,594884,25,05-10-2013,22-03-2014,tv,finished_airing,pg_13,1472,"Action, Adult Cast, Adventure, Fantasy, Video Game",Satelight
17267,Futari wa Milky Holmes!!,ふたりはミルキィホームズ???,,https://cdn.myanimelist.net/images/anime/11/51931.jpg,5.78,11124,11672,4636,12,13-07-2013,28-09-2013,tv,finished_airing,pg_13,720,"Comedy, Detective, Mystery, Parody, Super Power","J.C.Staff, Nomad"
17269,Captain Herlock!!,キャプテンハーロック,Space Pirate Captain Harlock!!,https://cdn.myanimelist.net/images/anime/5/62619.jpg,7.32,2733,54754,32263,1,07-09-2013,07-09-2013,movie,finished_airing,r,6900,"Action, Drama, Sci-Fi, Space","Toei Animation, Marza Animation Planet"
17273,Hetalia: The Beautiful World Specials,ヘタリア The Beautiful World!!,,https://cdn.myanimelist.net/images/anime/1280/97332.jpg,7.44,2211,18733,NaN,4,24-04-2013,30-10-2013,special,finished_airing,pg_13,300,"Anthropomorphic, Comedy, Historical, Parody",Studio Deen
17277,Code Geass: Soubou no Oz Picture Drama,コードギアス 双貌のオズ ピクチャードマラ,Code Geass: Oz the Reflection Picture Drama???,https://cdn.myanimelist.net/images/anime/9/61133.webp,NaN,8803,15320,3588,5,10-01-2013,10-01-2013,ova,finished_airing,pg_13,192,"Action, Drama, Mecha, Military, School, Supernatural",Sunrise
abc,Jinzou Konchuu Kabutoborg VxV,,,https://cdn.myanimelist.net/images/anime/1980/133532.webp,6.01,9938,1013,283,52,05-10-2006,11-10-2007,tv,finished_airing,g,1440,"Action, Comedy, Fantasy, Strategy Game","G&G Entertainment, G&G Direction"
17293,Love Like Aliens,LOVE LIKE ALIENS!!,,https://cdn.myanimelist.net/images/anime/4/46189.jpg,5.54,,1505,751,1,15-07-2012,15-07-2012,music,finished_airing,pg_13,390,"Action, Music, Sci-Fi","Studio 4°C, Shirogumi"
17295,Cosmic Break!!,コズミックブレイク,,https://cdn.myanimelist.net/images/anime/12/46191.jpg,5.8,11036,833,245,4,09-09-2010,08-02-2012,ona,finished_airing,pg_13,472,"Drama, Mecha, Strategy Game",
17307,Dr. Typhoon,Dr.(ドク)タイフーン???,,https://cdn.myanimelist.net/images/anime/11/46205.jpg,5.31,12761,732,219,1,03-04-1991,03-04-1991,ova,finished_airing,r+,2784,"Drama, Seinen, Sports",
17313,Pro Golfer Saru???,プロゴルファー猿,,https://cdn.myanimelist.net/images/anime/2/46215.jpg,,18815,422,102,1,19-10-1982,19-10-1982,tv_special,finished_airing,pg,5460,"Kids, Sports",Shin-Ei Animation
17315,Shin Pro Golfer Saru???,新プロゴルファー猿???,,https://cdn.myanimelist.net/images/anime/5/46521.jpg,,14364,402,85,10,11-04-1988,13-06-1988,tv,finished_airing,pg,913,"Kids, Sports",Shin-Ei Animation
17317,Pro Golfer Saru: Super Golf World e no Chousen!!,プロゴルファー猿 スーパーGOLFワールドへの挑戦!!???,,https://cdn.myanimelist.net/images/anime/2/46223.jpg,,18818,340,61,1,15-03-1986,15-03-1986,movie,finished_airing,pg,2700,"Kids, Sports",Shin-Ei Animation
17321,Pro Golfer Saru: Kouga Hikyou! Kage no Ninpou Golfer Sanjou!???,プロゴルファー猿 甲賀秘境! 影の忍法ゴルファー参上!!!,,https://cdn.myanimelist.net/images/anime/8/46227.jpg,,18817,351,70,1,14-03-1987,14-03-1987,movie,finished_airing,pg,2400,"Kids, Sports",Shin-Ei Animation
17325,Ajin Senshi!!,亜人戦士,,https://cdn.myanimelist.net/images/anime/12/46245.webp,6.01,9968,2155,463,1,17-11-1990,17-11-1990,movie,finished_airing,pg_13,6000,"Fantasy, Sci-Fi",Magic Bus
17339,Kentauros no Densetsu???,ケンタウロスの伝説,The Legend of Kentauros,https://cdn.myanimelist.net/images/anime/1208/94278.jpg,5.73,11323,1293,561,1,21-12-1987,21-12-1987,ova,finished_airing,r+,5563,"Action, Drama",Wako Productions
17341,Yama no Susume: Kabe tte Kowakunai no?!!,ヤマノススメ 壁って怖くないの？???,,https://cdn.myanimelist.net/images/anime/6/46515.jpg,6.74,5729,24318,12809,1,24-05-2013,24-05-2013,special,finished_airing,pg_13,344,"Adventure, CGDCT, Iyashikei, Slice of Life",8bit
17345,Senran Kagura Specials???,閃乱カグラ,,https://cdn.myanimelist.net/images/anime/5/67249.jpg,6.42,7633,19011,7106,6,27-03-2013,28-08-2013,special,finished_airing,pg_13,216,Ecchi,Artland
17351,Mangirl!: Asobu Henshuu Girl???,まんがーる! 遊ぶへんしゅうがぁる!!,,https://cdn.myanimelist.net/images/anime/12/46513.webp,5.88,10635,7531,4095,1,24-05-2013,24-05-2013,special,finished_airing,pg_13,589,"CGDCT, Comedy",Doga Kobo
17353,Tenpou Suikoden Neo???,天保水滸伝NEO???,,https://cdn.myanimelist.net/images/anime/2/46523.webp,NaN,13507,1284,267,5,28-02-2013,28-03-2013,tv,finished_airing,pg_13,120,Historical,Kachidoki Studio
abc,Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,映画 ドキドキ! プリキュア マナ結婚!!? 未来につなぐ希望のドレス!!,,https://cdn.myanimelist.net/images/anime/1583/142429.webp,6.85,5142,5444,2426,1,26-10-2013,26-10-2013,movie,finished_airing,g,4260,Mahou Shoujo,Toei Animation
17359,Peeping Life: The Perfect Explosion???,Peeping Life -The Perfect Explosion-!!,,https://cdn.myanimelist.net/images/anime/3/46383.webp,5.5,NaN,683,171,10,18-10-2012,18-10-2012,ova,finished_airing,g,300,"Comedy, Slice of Life",
17371,Natsuyasumi.???,ナツヤスミ.,,https://cdn.myanimelist.net/images/anime/1317/120342.webp,5.82,,13465,6160,3,27-01-2013,11-07-2013,ona,finished_airing,rx,883,"Boys Love, Hentai",Studio 9 Maiami
17379,Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,ストリートファイターII よみがえる藤原京 時を駆けたファイターたち???,,https://cdn.myanimelist.net/images/anime/1836/113597.jpg,5.95,10245,2372,770,1,29-03-1995,29-03-1995,ova,finished_airing,pg_13,1393,"Action, Historical, Martial Arts",Pierrot
17387,Imokawa Mukuzo: Genkanban no Maki,芋川椋三玄関番の巻!!,,,5.29,12837,1221,419,1,1917-01,,movie,finished_airing,g,527,Comedy,
17389,Kingdom 2nd Season!!,キングダム 第2シリーズ,Kingdom: Season 2!!,https://cdn.myanimelist.net/images/anime/13/53589.jpg,8.3,288,136836,67320,39,08-06-2013,02-03-2014,tv,finished_airing,r,1500,"Action, Historical, Military, Seinen",Pierrot
17391,Senyuu. Specials???,戦勇。,,https://cdn.myanimelist.net/images/anime/2/51475.webp,6.99,4452,18443,9721,4,24-04-2013,22-11-2013,special,finished_airing,pg_13,300,"Action, Comedy, Fantasy, Shounen","Ordet, LIDENFILMS"
17395,Ark IX,アークIX,Ark Nine???,https://cdn.myanimelist.net/images/anime/1755/112479.webp,5.03,13276,8956,3892,1,02-07-2013,02-07-2013,ova,finished_airing,pg_13,673,Action,Hoods Entertainment
17397,Cyclops Shoujo Saipuu,サイクロプス少女さいぷ～,,https://cdn.myanimelist.net/images/anime/8/47377.jpg,5.71,NaN,46371,20326,12,12-03-2013,30-05-2013,ona,finished_airing,pg_13,120,"Comedy, Ecchi, School, Seinen",
17403,Kaitou Lupin: 813 no Nazo???,怪盗ルパン 813の謎!!,,https://cdn.myanimelist.net/images/anime/10/46543.jpg,6.29,8406,1134,182,1,05-05-1979,05-05-1979,tv_special,finished_airing,pg_13,4800,Mystery,Tatsunoko Production
17405,Hino Hideshi Toukaidou Yotsuya Kaidan???,日野日出志 東海道 四谷怪談???,,https://cdn.myanimelist.net/images/anime/7/46545.jpg,,21336,974,105,1,20-07-2000,20-07-2000,ova,finished_airing,r+,4200,Horror,
17409,Suki tte Ii na yo.: Mei and Marshmallow!!,好きっていいなよ。,"Say ""I Love You"".: Mei and Marshmallow Meow",https://cdn.myanimelist.net/images/anime/7/46551.webp,6.85,5102,62851,27135,10,26-12-2012,22-05-2013,special,finished_airing,pg_13,60,"Romance, School, Shoujo",Zexcs
17423,Pink Lady Monogatari: Eikou no Tenshi-tachi,ピンク・レディー物語 栄光の天使たち,,https://cdn.myanimelist.net/images/anime/6/46585.jpg,,18697,744,85,33,24-10-1978,12-06-1979,tv,finished_airing,g,1500,"Drama, Music, Slice of Life",Toei Animation
17427,Sabaku no Takara no Shiro???,さばくの宝の城,The Treasures of the Desert???,https://cdn.myanimelist.net/images/anime/4/46595.webp,5.58,11978,517,157,1,2002-02,2002-02,ova,finished_airing,g,1560,Drama,Toei Animation
17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!???,THE IDOLM＠STER MOVIE 輝きの向こう側へ！!!,THE IDOLM@STER MOVIE: BEYOND THE BRILLIANT FUTURE!???,https://cdn.myanimelist.net/images/anime/2/71801.webp,7.61,1584,25573,12283,1,25-01-2014,25-01-2014,movie,finished_airing,pg_13,7260,"Comedy, Drama, Idols (Female), Music",A-1 Pictures
17439,Kyojin no Hoshi (Movie),巨人の星!!,,https://cdn.myanimelist.net/images/anime/12/46611.jpg,6.09,9526,840,124,1,21-08-1982,21-08-1982,movie,finished_airing,g,6600,"Drama, Sports",
17441,Kyojin no Hoshi: Chizome no Kesshousen,巨人の星 血ぞめの決勝戦!!,,https://cdn.myanimelist.net/images/anime/1028/139180.jpg,NaN,10291,617,128,1,26-07-1969,26-07-1969,movie,finished_airing,g,5400,"Drama, Sports, Team Sports",
17443,Kyojin no Hoshi: Ike Ike Hyuuma,,,https://cdn.myanimelist.net/images/anime/1591/139177.jpg,6.12,9340,616,123,1,20-12-1969,20-12-1969,movie,finished_airing,g,4200,"Drama, Sports, Team Sports",
17445,Kyojin no Hoshi: Dai League Ball,巨人の星 大リーグボール!!,,https://cdn.myanimelist.net/images/anime/1367/139181.jpg,6.09,9505,633,124,1,21-03-1970,21-03-1970,movie,finished_airing,g,4200,"Drama, Sports, Team Sports",
17447,Kyojin no Hoshi: Shukumei no Taiketsu???,巨人の星 宿命の対決???,,https://cdn.myanimelist.net/images/anime/1962/139176.jpg,,17329,575,113,1,01-08-1970,01-08-1970,movie,finished_airing,g,3600,"Drama, Sports, Team Sports",
17457,Chingou Muchabee,珍豪ムチャ兵衛!!,,https://cdn.myanimelist.net/images/anime/1263/120962.jpg,,20034,539,101,51,15-02-1971,22-03-1971,tv,finished_airing,g,859,"Adventure, Comedy",
17467,Otoko Ippiki Gaki Daishou,男一匹ガキ大将,,https://cdn.myanimelist.net/images/anime/1179/95335.jpg,6.49,7157,1710,515,156,29-09-1969,28-03-1970,tv,finished_airing,pg_13,600,"Action, Delinquents, Drama, Shounen",Tokyo TV Douga
17469,Kouchuu Ouja Mushiking: Greatest Champion e no Michi???,劇場版甲虫王者ムシキング グレイテストチャンピオンへの道,"Mushiking: The King of Beetles the movie ""The Road to the Greatest Champion""",https://cdn.myanimelist.net/images/anime/7/46677.jpg,,17211,525,110,1,17-12-2005,17-12-2005,movie,finished_airing,g,3000,Strategy Game,TMS Entertainment
17471,Yanase Takashi Märchen Gekijou,やなせたかしメルヘン劇場,,https://cdn.myanimelist.net/images/anime/13/46679.jpg,,16085,351,NaN,30,23-04-2008,25-07-2008,ova,finished_airing,pg,1260,Kids,The Answer Studio
17473,Jungle Wars!!,ジャングルウォーズ,,https://cdn.myanimelist.net/images/anime/9/46681.jpg,5.61,11845,439,115,1,21-06-1991,21-06-1991,ova,finished_airing,pg,2296,"Adventure, Kids",Nippon Animation
17479,Bad Badtz-Maru no Ore no Pochi wa Sekaiichi!!,,,https://cdn.myanimelist.net/images/anime/12/46703.jpg,5.66,11647,NaN,141,1,13-01-1996,13-01-1996,movie,finished_airing,g,796,Kids,
17481,Hello Kitty no Oyayubi-hime (OVA),ハローキティのおやゆびひめ,Hello Kitty in Thumbelina,https://cdn.myanimelist.net/images/anime/7/46705.jpg,5.62,11824,758,232,1,21-12-2001,21-12-2001,ova,finished_airing,g,900,"Fantasy, Kids",
17483,Kiki to Lala no Hansel to Gretel!!,キキとララのヘンゼルとグレーテル???,,https://cdn.myanimelist.net/images/anime/11/46707.jpg,,17066,420,98,1,21-07-1993,21-07-1993,ova,finished_airing,g,1734,"Fantasy, Kids",
17485,Kiki to Lala no Ohimesama ni Naritai???,キキとララのお姫さまになりたい!!,,https://cdn.myanimelist.net/images/anime/8/46709.jpg,5.73,11326,687,224,1,21-04-1993,21-04-1993,ova,finished_airing,g,1815,Kids,
17487,Tantei Shounen Kageman???,探偵少年カゲマン,,https://cdn.myanimelist.net/images/anime/13/46713.jpg,,14858,430,60,39,10-04-2001,16-01-2002,tv,finished_airing,g,680,"Comedy, Mystery",Studio Hibari
17489,Kerokero Keroppi no Daibouken: Fushigi na Mame no Ki???,けろけろけろっぴの大冒険 ふしぎな豆の木!!,,https://cdn.myanimelist.net/images/anime/1599/147170.jpg,5.98,10077,515,140,1,21-07-1990,21-07-1990,movie,finished_airing,g,1524,"Adventure, Comedy, Kids",
17491,Garden,ガーデン,,https://cdn.myanimelist.net/images/anime/1809/103968.webp,6.44,,11465,5198,2,26-04-2013,26-07-2013,ova,finished_airing,rx,1702,Hentai,Office TakeOut
